"State","County","Smokers","Obesity","Physically_Inactive","Excessive_Drinking","Chlamydia","Primary_Care_Physicians","Medicare_Enrollees"
"TX","Aransas",15,28,28,15,0.542,8,3451
"TX","Archer",14,30,29,19,0.206,1,888
"TX","Armstrong",12,31,29,18,0.412,0,NA
"TX","Atascosa",15,28,27,17,0.487,10,3510
"TX","Austin",13,28,27,17,0.245,6,4842
"TX","Bailey",18,30,28,14,0.309,5,865
"TX","Bandera",14,28,28,16,0.122,5,3296
"TX","Bastrop",16,33,29,16,0.369,19,7500
"TX","Baylor",15,29,26,15,0.276,4,734
"TX","Bee",17,31,25,19,0.735,7,2202
"TX","Bell",18,30,24,18,1.082,275,26847
"TX","Bexar",13,28,21,18,0.662,1302,112968
"TX","Blanco",13,30,24,16,0.197,4,1663
"TX","Borden",12,30,29,19,NA,0,NA
"TX","Bosque",15,30,30,16,0.215,7,3303
"TX","Bowie",18,33,30,16,0.548,72,10897
"TX","Brazoria",14,32,25,18,0.362,214,24664
"TX","Brazos",16,26,22,19,0.494,161,13821
"TX","Brewster",15,28,24,16,0.419,7,1188
"TX","Briscoe",16,30,29,15,NA,0,308
"TX","Brooks",19,29,29,12,0.698,1,797
"TX","Brown",17,28,31,16,0.32,21,5500
"TX","Burleson",14,30,30,16,0.359,6,2601
"TX","Burnet",15,31,27,16,0.276,20,7741
"TX","Caldwell",17,28,27,16,0.55,13,3748
"TX","Calhoun",15,30,26,17,0.333,12,2750
"TX","Callahan",15,29,28,17,0.185,2,1897
"TX","Cameron",18,32,22,13,0.43,201,28487
"TX","Camp",17,32,28,15,0.61,7,1726
"TX","Carson",13,29,31,19,0.13,NA,751
"TX","Cass",17,31,27,15,0.394,9,4526
"TX","Castro",17,30,27,15,0.404,1,862
"TX","Chambers",15,31,27,20,0.119,4,2693
"TX","Cherokee",18,31,33,16,0.428,12,7111
"TX","Childress",16,30,30,19,0.299,8,809
"TX","Clay",14,31,32,17,0.19,3,2001
"TX","Cochran",17,30,29,16,0.295,1,384
"TX","Coke",13,29,30,16,0.557,NA,596
"TX","Coleman",16,30,30,15,0.207,4,1616
"TX","Collin",12,25,20,20,0.291,776,55555
"TX","Collingsworth",17,30,29,16,0.231,1,439
"TX","Colorado",15,31,28,15,0.275,15,3535
"TX","Comal",13,29,23,19,0.344,85,15594
"TX","Comanche",16,31,29,15,0.254,7,2306
"TX","Concho",14,31,28,20,0.125,NA,433
"TX","Cooke",15,30,26,18,0.305,10,4672
"TX","Coryell",17,32,23,20,0.439,20,5419
"TX","Cottle",15,30,29,14,0.269,0,306
"TX","Crane",13,29,26,19,0.373,1,408
"TX","Crockett",13,31,29,17,0.347,1,462
"TX","Crosby",16,29,27,15,0.49,2,717
"TX","Culberson",18,31,29,14,0.48,NA,287
"TX","Dallam",17,32,26,18,0.343,5,1109
"TX","Dallas",15,28,25,17,0.599,1633,159427
"TX","Dawson",16,32,26,18,0.352,4,1819
"TX","Deaf Smith",17,32,29,16,0.506,6,1772
"TX","Delta",16,29,32,16,0.244,NA,891
"TX","Denton",14,24,21,20,0.322,457,42550
"TX","DeWitt",15,33,33,17,0.538,9,2599
"TX","Dickens",15,29,31,17,0.258,NA,384
"TX","Dimmit",15,31,27,15,0.679,5,904
"TX","Donley",14,31,27,17,0.389,1,626
"TX","Duval",16,30,29,15,0.632,NA,1174
"TX","Eastland",16,32,32,16,0.195,7,2965
"TX","Ector",16,31,31,19,0.724,85,11533
"TX","Edwards",13,29,28,14,0.305,0,NA
"TX","Ellis",14,29,25,19,0.351,65,14406
"TX","El Paso",16,27,24,18,0.675,380,47158
"TX","Erath",17,31,24,19,0.425,24,3736
"TX","Falls",18,30,32,15,0.562,2,2541
"TX","Fannin",17,32,31,17,0.266,8,4656
"TX","Fayette",13,29,30,16,0.19,12,4272
"TX","Fisher",14,29,29,16,0.26,2,951
"TX","Floyd",16,29,28,15,0.424,4,816
"TX","Foard",14,29,29,16,NA,0,274
"TX","Fort Bend",12,24,21,17,0.246,505,32839
"TX","Franklin",15,29,31,16,0.404,4,1450
"TX","Freestone",15,31,27,17,0.282,6,2381
"TX","Frio",18,31,25,17,0.441,3,1345
"TX","Gaines",16,32,26,19,0.179,3,1291
"TX","Galveston",15,25,27,17,0.401,211,28306
"TX","Garza",15,31,27,21,0.234,NA,527
"TX","Gillespie",13,31,28,15,0.147,33,5348
"TX","Glasscock",12,29,25,20,NA,0,NA
"TX","Goliad",14,32,30,16,0.15,NA,942
"TX","Gonzales",17,33,31,15,0.544,8,2521
"TX","Gray",16,28,30,18,0.392,8,2933
"TX","Grayson",16,29,28,17,0.348,63,16608
"TX","Gregg",17,35,29,17,0.801,90,15663
"TX","Grimes",17,32,30,17,0.4,8,2941
"TX","Guadalupe",14,32,24,19,0.338,44,11001
"TX","Hale",18,28,30,16,0.5,13,3575
"TX","Hall",17,31,31,14,0.364,2,574
"TX","Hamilton",13,33,30,17,0.313,9,1931
"TX","Hansford",15,29,28,17,0.072,2,701
"TX","Hardeman",19,32,28,14,0.147,5,645
"TX","Hardin",15,34,33,19,0.21,14,5217
"TX","Harris",14,27,21,18,0.557,2509,226401
"TX","Harrison",17,33,30,17,0.421,19,6495
"TX","Hartley",14,30,28,20,NA,NA,NA
"TX","Haskell",15,30,28,17,0.169,2,967
"TX","Hays",14,24,19,21,0.682,73,13302
"TX","Hemphill",15,31,30,18,0.319,4,NA
"TX","Henderson",17,31,32,16,0.283,36,10270
"TX","Hidalgo",15,37,25,14,0.407,368,48852
"TX","Hill",16,31,24,16,0.29,13,5140
"TX","Hockley",16,30,26,18,0.485,11,2244
"TX","Hood",13,26,26,17,0.25,29,9332
"TX","Hopkins",17,29,30,17,0.304,12,4785
"TX","Houston",18,30,32,15,0.285,6,3392
"TX","Howard",16,31,27,19,0.517,11,3493
"TX","Hudspeth",21,29,26,13,0.539,NA,266
"TX","Hunt",17,30,28,17,0.405,32,9671
"TX","Hutchinson",17,33,30,19,0.497,7,2753
"TX","Irion",13,29,29,18,NA,0,229
"TX","Jack",17,29,25,19,0.156,5,1028
"TX","Jackson",14,33,28,18,0.302,1,1702
"TX","Jasper",17,33,31,16,0.359,17,4479
"TX","Jeff Davis",13,27,26,14,NA,1,430
"TX","Jefferson",18,37,30,17,0.511,152,20743
"TX","Jim Hogg",16,30,28,14,0.4,1,563
"TX","Jim Wells",15,29,28,15,0.618,15,3425
"TX","Johnson",15,33,26,19,0.324,75,12461
"TX","Jones",17,30,29,19,0.22,7,1423
"TX","Karnes",17,31,31,18,0.309,3,1543
"TX","Kaufman",15,31,29,19,0.329,32,10417
"TX","Kendall",13,27,22,18,0.311,27,5266
"TX","Kenedy",16,30,28,15,NA,0,NA
"TX","Kent",14,30,30,16,NA,0,134
"TX","Kerr",14,25,30,15,0.243,42,10684
"TX","Kimble",14,30,27,15,0.197,3,727
"TX","King",14,29,30,18,NA,0,NA
"TX","Kinney",16,29,29,14,0.305,NA,581
"TX","Kleberg",17,31,27,17,0.59,15,2355
"TX","Knox",16,29,28,15,0.317,2,574
"TX","Lamar",17,34,33,16,0.426,23,7480
"TX","Lamb",17,29,27,14,0.343,5,1694
"TX","Lampasas",15,28,28,17,0.328,10,3146
"TX","La Salle",18,30,26,17,0.309,1,564
"TX","Lavaca",14,32,31,17,0.134,12,4082
"TX","Lee",15,31,31,18,0.331,5,2170
"TX","Leon",15,31,32,16,0.333,1,3538
"TX","Liberty",17,29,28,18,0.347,20,5350
"TX","Limestone",17,35,32,16,0.432,10,2658
"TX","Lipscomb",14,30,28,19,NA,NA,424
"TX","Live Oak",15,30,32,17,0.283,NA,1005
"TX","Llano",13,27,27,14,0.105,18,4049
"TX","Loving",23,31,25,15,NA,0,NA
"TX","Lubbock",17,28,24,18,0.636,221,22403
"TX","Lynn",16,31,30,16,0.311,4,506
"TX","McCulloch",16,31,29,15,0.433,4,1483
"TX","McLennan",17,30,28,18,0.686,164,23351
"TX","McMullen",14,31,29,16,NA,0,NA
"TX","Madison",19,31,29,18,0.409,3,1477
"TX","Marion",17,33,33,15,0.242,1,1862
"TX","Martin",16,30,30,18,0.359,1,519
"TX","Mason",12,28,29,16,0.15,1,845
"TX","Matagorda",17,33,27,16,0.465,12,4033
"TX","Maverick",18,30,28,14,0.453,17,4663
"TX","Medina",14,32,28,18,0.346,12,3900
"TX","Menard",13,29,31,14,NA,1,469
"TX","Midland",15,31,26,20,0.648,59,11643
"TX","Milam",16,31,27,15,0.501,6,3909
"TX","Mills",14,28,27,16,0.166,1,922
"TX","Mitchell",15,29,27,20,0.353,3,1011
"TX","Montague",15,28,25,17,0.143,5,3619
"TX","Montgomery",14,28,23,19,0.193,305,36040
"TX","Moore",16,31,28,16,0.376,7,1755
"TX","Morris",16,34,30,15,0.383,2,1391
"TX","Motley",16,28,31,14,NA,0,258
"TX","Nacogdoches",18,33,26,16,0.621,49,6503
"TX","Navarro",18,34,28,16,0.477,25,5653
"TX","Newton",17,31,31,17,0.162,1,1405
"TX","Nolan",16,31,29,17,0.596,6,2202
"TX","Nueces",16,32,28,18,0.75,264,20988
"TX","Ochiltree",15,31,29,19,0.261,4,949
"TX","Oldham",16,32,27,18,NA,NA,332
"TX","Orange",16,31,29,18,0.305,22,8205
"TX","Palo Pinto",17,30,31,17,0.212,13,3920
"TX","Panola",16,32,30,17,0.45,8,2890
"TX","Parker",14,31,32,19,0.261,61,14214
"TX","Parmer",15,31,28,17,0.314,2,1067
"TX","Pecos",15,30,27,18,0.429,8,1446
"TX","Polk",17,34,30,16,0.243,24,11287
"TX","Potter",18,30,32,17,1.024,94,10239
"TX","Presidio",16,28,30,13,0.266,3,1274
"TX","Rains",14,30,29,17,0.192,2,2533
"TX","Randall",14,27,28,19,0.359,79,13472
"TX","Reagan",15,30,26,18,0.374,2,NA
"TX","Real",15,30,29,14,0.386,NA,830
"TX","Red River",17,31,31,15,0.307,2,2214
"TX","Reeves",16,30,29,18,0.5,4,1426
"TX","Refugio",14,31,28,15,0.4,1,1170
"TX","Roberts",12,29,28,20,0.468,0,524
"TX","Robertson",16,31,28,16,0.496,2,2293
"TX","Rockwall",13,28,29,19,0.213,62,7038
"TX","Runnels",16,28,28,15,0.211,6,1913
"TX","Rusk",16,35,27,18,0.287,14,4876
"TX","Sabine",16,29,30,14,0.374,NA,1926
"TX","San Augustine",18,33,30,13,0.261,2,1595
"TX","San Jacinto",16,31,31,16,0.173,3,3281
"TX","San Patricio",14,32,30,17,0.454,18,5133
"TX","San Saba",16,30,29,16,0.117,2,1003
"TX","Schleicher",15,29,27,16,0.429,1,366
"TX","Scurry",15,29,33,19,0.566,9,1936
"TX","Shackelford",15,34,30,17,NA,1,524
"TX","Shelby",19,34,28,15,0.304,8,3139
"TX","Sherman",16,30,28,17,0.163,NA,290
"TX","Smith",17,28,28,17,0.501,221,23106
"TX","Somervell",14,30,30,18,0.244,8,930
"TX","Starr",20,30,24,14,0.323,11,5542
"TX","Stephens",17,30,27,17,0.264,4,1226
"TX","Sterling",16,31,28,17,NA,0,NA
"TX","Stonewall",15,29,30,14,0.271,0,284
"TX","Sutton",13,30,26,18,0.43,4,571
"TX","Swisher",16,30,30,16,0.355,1,1227
"TX","Tarrant",15,28,26,17,0.467,1106,104100
"TX","Taylor",16,31,24,17,0.581,91,14456
"TX","Terrell",13,30,30,16,NA,0,162
"TX","Terry",16,32,28,17,0.468,4,1225
"TX","Throckmorton",14,29,29,16,NA,2,290
"TX","Titus",17,32,27,16,0.392,18,2817
"TX","Tom Green",16,26,30,18,0.579,82,13285
"TX","Travis",12,20,16,23,0.624,947,64298
"TX","Trinity",17,31,30,14,0.321,3,2377
"TX","Tyler",16,33,31,18,0.168,5,2878
"TX","Upshur",15,32,29,18,0.318,12,3758
"TX","Upton",15,30,28,17,0.366,2,357
"TX","Uvalde",17,31,29,15,0.647,12,2921
"TX","Val Verde",16,29,28,16,0.392,15,5092
"TX","Van Zandt",15,31,35,17,0.252,8,7178
"TX","Victoria",15,34,28,17,0.547,72,9886
"TX","Walker",19,31,28,19,0.648,24,4965
"TX","Waller",20,31,27,16,0.404,4,852
"TX","Ward",16,31,28,17,0.533,3,1204
"TX","Washington",15,30,27,17,0.49,23,5252
"TX","Webb",18,32,27,15,0.412,83,18422
"TX","Wharton",16,32,29,16,0.492,19,4971
"TX","Wheeler",14,30,30,18,0.178,3,802
"TX","Wichita",19,29,29,17,0.515,105,14712
"TX","Wilbarger",16,30,29,16,0.355,5,1563
"TX","Willacy",20,29,27,15,0.426,7,1714
"TX","Williamson",12,29,18,19,0.363,311,37622
"TX","Wilson",13,28,28,18,0.266,17,3702
"TX","Winkler",14,31,27,18,0.423,3,698
"TX","Wise",14,32,24,19,0.218,32,5866
"TX","Wood",15,30,29,16,0.169,21,7958
"TX","Yoakum",14,29,28,18,0.446,2,857
"TX","Young",15,27,29,17,0.169,11,3146
"TX","Zapata",18,30,28,14,0.315,1,1249
"TX","Zavala",19,30,28,14,0.585,3,893
"UT","Beaver",10,28,30,12,0.077,5,731
"UT","Box Elder",9,33,21,11,0.136,17,3720
"UT","Cache",8,22,16,11,0.152,55,5087
"UT","Carbon",13,29,24,12,0.165,12,2911
"UT","Daggett",9,26,24,11,NA,0,NA
"UT","Davis",8,25,16,10,0.281,155,18322
"UT","Duchesne",11,26,24,12,0.161,6,1758
"UT","Emery",11,27,26,11,0.046,2,1179
"UT","Garfield",11,29,25,10,0.098,3,829
"UT","Grand",12,23,17,12,0.311,11,1217
"UT","Iron",11,23,19,11,0.205,19,3705
"UT","Juab",10,28,22,11,0.106,7,1068
"UT","Kane",9,23,23,11,0.055,2,1362
"UT","Millard",9,29,27,10,0.143,6,1431
"UT","Morgan",9,23,18,12,NA,9,789
"UT","Piute",11,25,21,8,NA,0,NA
"UT","Rich",10,27,20,11,0.309,NA,234
"UT","Salt Lake",10,25,17,14,0.358,807,56344
"UT","San Juan",17,26,26,10,0.675,9,1410
"UT","Sanpete",11,25,23,11,0.086,19,3167
"UT","Sevier",10,31,25,11,0.164,13,2522
"UT","Summit",7,14,12,18,0.192,38,2502
"UT","Tooele",11,31,21,13,0.236,15,3694
"UT","Uintah",11,28,24,13,0.238,13,2144
"UT","Utah",7,23,15,9,0.144,239,22102
"UT","Wasatch",8,23,15,13,0.154,15,1451
"UT","Washington",8,23,18,10,0.188,85,17232
"UT","Wayne",10,23,22,10,NA,NA,NA
"UT","Weber",13,27,18,12,0.337,104,17412
"VT","Addison",13,24,18,22,0.218,40,4958
"VT","Bennington",15,25,20,19,0.243,41,6458
"VT","Caledonia",15,29,21,19,0.363,26,4592
"VT","Chittenden",12,21,15,24,0.36,286,18048
"VT","Essex",19,28,27,18,0.225,2,1243
"VT","Franklin",17,28,25,21,0.274,33,5916
"VT","Grand Isle",16,26,19,22,0.315,2,1189
"VT","Lamoille",17,25,18,21,0.224,26,3297
"VT","Orange",16,26,21,19,0.335,22,4496
"VT","Orleans",18,30,25,18,0.266,19,4744
"VT","Rutland",17,28,21,19,0.222,50,10523
"VT","Washington",14,23,18,20,0.304,62,8839
"VT","Windham",16,23,19,20,0.273,49,7195
"VT","Windsor",14,23,19,18,0.286,53,10168
"VA","Accomack",20,37,30,14,0.549,13,5827
"VA","Albemarle",15,23,20,18,0.215,149,16382
"VA","Alleghany",17,31,27,15,0.234,11,1492
"VA","Amelia",19,31,27,15,0.298,1,1621
"VA","Amherst",18,30,30,15,0.333,5,4664
"VA","Appomattox",20,30,26,15,0.37,2,2424
"VA","Arlington",13,17,14,21,0.264,165,19509
"VA","Augusta",17,30,24,18,0.197,35,7459
"VA","Bath",18,31,29,15,0.172,2,1123
"VA","Bedford",16,31,23,17,0.122,49,8767
"VA","Bland",17,29,28,17,NA,NA,1018
"VA","Botetourt",15,26,24,17,0.066,17,3790
"VA","Brunswick",21,35,29,13,0.453,5,2465
"VA","Buchanan",22,30,30,14,NA,7,3269
"VA","Buckingham",21,33,33,15,0.351,6,2044
"VA","Campbell",19,33,29,15,0.279,14,4218
"VA","Caroline",19,30,22,16,0.328,4,3262
"VA","Carroll",20,31,26,15,0.127,30,4406
"VA","Charles City",19,36,30,13,0.405,2,714
"VA","Charlotte",20,32,28,14,0.274,4,2798
"VA","Chesterfield",17,27,20,16,0.371,292,32088
"VA","Clarke",16,28,23,18,0.154,7,2360
"VA","Craig",17,29,24,16,NA,1,648
"VA","Culpeper",18,30,25,17,0.319,22,5493
"VA","Cumberland",20,31,24,14,0.447,2,1068
"VA","Dickenson",20,30,28,16,0.166,5,2011
"VA","Dinwiddie",19,33,29,15,0.425,4,2239
"VA","Essex",19,30,30,14,0.516,3,1751
"VA","Fairfax",12,20,15,17,0.182,1162,111162
"VA","Fauquier",16,26,24,17,0.179,34,8053
"VA","Floyd",19,27,23,15,0.117,5,2735
"VA","Fluvanna",16,30,23,17,0.185,8,4677
"VA","Franklin",17,27,23,16,0.287,26,7313
"VA","Frederick",15,33,24,17,0.212,36,6876
"VA","Giles",18,31,30,16,0.195,10,2671
"VA","Gloucester",16,33,24,18,0.206,22,5389
"VA","Goochland",15,25,25,17,0.22,18,2647
"VA","Grayson",21,33,34,14,0.119,5,2373
"VA","Greene",17,27,25,18,0.165,3,2326
"VA","Greensville",24,35,29,14,0.481,5,392
"VA","Halifax",21,36,30,13,0.488,16,6336
"VA","Hanover",15,27,22,18,0.186,73,14293
"VA","Henrico",16,28,22,16,0.427,313,34119
"VA","Henry",20,32,36,13,0.347,33,5520
"VA","Highland",17,27,25,14,NA,NA,524
"VA","Isle of Wight",17,29,26,16,0.322,19,4548
"VA","James City",15,25,24,16,0.22,100,9025
"VA","King and Queen",18,31,28,15,0.241,3,1157
"VA","King George",16,29,25,19,0.314,5,2435
"VA","King William",17,30,29,17,0.313,9,2436
"VA","Lancaster",15,31,26,12,0.276,7,2607
"VA","Lee",24,28,29,15,0.102,8,2572
"VA","Loudoun",13,22,20,19,0.158,259,21948
"VA","Louisa",17,35,28,16,0.23,5,5580
"VA","Lunenburg",20,27,28,14,0.461,3,1445
"VA","Madison",18,31,26,15,0.189,7,1812
"VA","Mathews",15,27,23,15,0.158,3,2141
"VA","Mecklenburg",19,32,27,12,0.517,21,5723
"VA","Middlesex",16,26,23,14,0.286,4,2188
"VA","Montgomery",21,24,19,20,0.305,67,8023
"VA","Nelson",18,28,21,15,0.243,9,3260
"VA","New Kent",16,32,23,18,0.198,6,2819
"VA","Northampton",20,35,31,13,0.466,15,2361
"VA","Northumberland",16,26,25,13,0.259,17,4318
"VA","Nottoway",22,36,31,14,0.569,11,2514
"VA","Orange",17,28,28,16,0.266,21,5742
"VA","Page",19,30,25,15,0.297,11,3868
"VA","Patrick",20,31,27,14,0.125,3,3155
"VA","Pittsylvania",19,33,30,14,0.314,3,6175
"VA","Powhatan",15,31,25,18,0.203,17,2963
"VA","Prince Edward",21,30,25,16,0.469,12,3756
"VA","Prince George",19,35,26,18,0.712,6,5041
"VA","Prince William",15,25,18,18,0.312,187,31378
"VA","Pulaski",20,32,26,16,0.158,20,4759
"VA","Rappahannock",16,26,25,16,0.094,3,1861
"VA","Richmond",19,30,25,16,0.265,NA,1310
"VA","Roanoke",18,27,25,17,0.194,116,13641
"VA","Rockbridge",17,24,28,15,0.223,24,1583
"VA","Rockingham",16,28,24,18,0.19,20,8302
"VA","Russell",22,31,29,15,0.077,12,3407
"VA","Scott",20,33,31,15,0.145,9,2245
"VA","Shenandoah",17,26,21,16,0.146,20,7288
"VA","Smyth",21,27,27,15,0.129,17,4774
"VA","Southampton",19,33,33,14,0.418,4,1852
"VA","Spotsylvania",18,34,25,18,0.29,79,11697
"VA","Stafford",16,33,22,18,0.261,41,10472
"VA","Surry",19,33,29,14,0.424,1,847
"VA","Sussex",23,39,27,14,0.476,3,1447
"VA","Tazewell",19,29,31,15,0.102,34,6263
"VA","Warren",18,28,20,18,0.376,22,4603
"VA","Washington",17,31,28,15,0.123,35,7323
"VA","Westmoreland",20,30,30,13,0.411,2,3419
"VA","Wise",21,33,37,16,0.218,17,4487
"VA","Wythe",20,30,27,15,0.195,16,4260
"VA","York",15,27,22,18,0.245,69,6398
"VA","Alexandria City",14,21,16,17,0.372,99,10970
"VA","Bedford City",NA,33,25,NA,0.268,NA,3231
"VA","Bristol City",21,29,25,15,0.255,7,1917
"VA","Buena Vista City",22,28,24,16,0.313,1,1162
"VA","Charlottesville City",22,26,19,18,0.687,128,NA
"VA","Chesapeake City",16,31,22,16,0.53,189,21806
"VA","Colonial Heights City",16,26,26,16,0.458,27,NA
"VA","Covington City",19,29,26,15,0.451,4,NA
"VA","Danville City",22,35,30,12,0.895,41,9264
"VA","Emporia City",24,32,30,11,0.767,NA,1725
"VA","Fairfax City",13,23,19,17,0.601,2,NA
"VA","Falls Church City",15,26,22,18,0.537,44,1863
"VA","Franklin City",23,34,28,12,0.973,11,2114
"VA","Fredericksburg City",20,30,23,18,0.721,41,2475
"VA","Galax City",21,29,26,14,0.318,NA,3035
"VA","Hampton City",20,32,25,15,0.928,54,14425
"VA","Harrisonburg City",24,27,19,18,0.451,66,6334
"VA","Hopewell City",20,34,27,15,0.814,10,3526
"VA","Lexington City",20,27,23,21,0.286,NA,NA
"VA","Lynchburg City",20,30,22,17,0.79,100,12701
"VA","Manassas City",17,28,22,17,0.461,47,NA
"VA","Manassas Park City",17,30,24,17,0.247,NA,2078
"VA","Martinsville City",22,33,28,12,0.692,1,4783
"VA","Newport News City",21,34,27,17,0.868,114,16040
"VA","Norfolk City",21,31,25,19,1.305,234,18523
"VA","Norton City",22,28,24,16,0.393,13,753
"VA","Petersburg City",23,38,28,12,1.817,27,4212
"VA","Poquoson City",15,27,23,18,0.116,7,1921
"VA","Portsmouth City",20,37,28,15,1.075,45,10081
"VA","Radford City",27,29,21,18,0.755,11,2285
"VA","Richmond City",24,30,22,18,1.164,216,11016
"VA","Roanoke City",21,34,26,15,0.634,83,11336
"VA","Salem City",17,24,23,17,0.3,35,5866
"VA","Staunton City",19,28,26,15,0.376,13,6010
"VA","Suffolk City",19,30,25,15,0.639,80,8655
"VA","Virginia Beach City",17,27,20,19,0.51,341,44445
"VA","Waynesboro City",20,30,23,15,0.322,20,5085
"VA","Williamsburg City",18,27,24,19,0.587,1,8330
"VA","Winchester City",20,27,24,16,0.792,76,7096
"WA","Adams",16,33,25,18,0.405,10,1798
"WA","Asotin",14,32,24,18,0.361,22,3683
"WA","Benton",14,31,18,21,0.358,132,19475
"WA","Chelan",14,26,17,19,0.349,89,10086
"WA","Clallam",14,27,20,18,0.263,66,17194
"WA","Clark",14,30,19,19,0.324,294,26478
"WA","Columbia",15,32,25,17,0.125,2,889
"WA","Cowlitz",17,32,22,19,0.275,66,8349
"WA","Douglas",14,29,20,19,0.335,12,4324
"WA","Ferry",19,27,20,17,0.35,4,1265
"WA","Franklin",15,32,19,19,0.467,26,5626
"WA","Garfield",14,32,30,17,NA,1,494
"WA","Grant",16,35,29,19,0.415,48,9407
"WA","Grays Harbor",18,37,28,18,0.244,32,12029
"WA","Island",14,26,18,20,0.253,35,11356
"WA","Jefferson",13,23,15,16,0.258,29,8358
"WA","King",10,22,15,21,0.338,2436,153036
"WA","Kitsap",13,30,19,19,0.364,164,29320
"WA","Kittitas",16,28,16,21,0.394,28,5499
"WA","Klickitat",15,26,22,18,0.145,14,4009
"WA","Lewis",15,33,22,19,0.342,38,9752
"WA","Lincoln",13,33,27,18,0.067,5,2069
"WA","Mason",16,33,24,19,0.293,18,9298
"WA","Okanogan",18,29,26,17,0.31,39,7779
"WA","Pacific",15,35,27,16,0.126,8,5304
"WA","Pend Oreille",16,27,21,17,0.154,6,2361
"WA","Pierce",17,31,20,20,0.529,570,68994
"WA","San Juan",12,18,14,18,0.07,14,3215
"WA","Skagit",15,28,19,19,0.346,113,14227
"WA","Skamania",15,30,23,19,0.25,NA,1161
"WA","Snohomish",13,29,19,18,0.257,386,45598
"WA","Spokane",16,28,19,21,0.429,427,45409
"WA","Stevens",17,30,23,19,0.301,30,6588
"WA","Thurston",14,29,17,19,0.357,252,24243
"WA","Wahkiakum",14,33,24,17,NA,NA,817
"WA","Walla Walla",14,26,20,20,0.345,77,8447
"WA","Whatcom",14,23,16,22,0.279,181,18975
"WA","Whitman",18,24,16,23,0.403,32,4157
"WA","Yakima",17,29,24,19,0.558,173,23812
"WV","Barbour",25,35,36,11,0.152,6,2160
"WV","Berkeley",26,36,28,12,0.371,48,10953
"WV","Boone",25,35,35,10,0.159,8,2628
"WV","Braxton",25,31,34,11,0.111,6,1864
"WV","Brooke",22,35,33,12,0.147,6,2344
"WV","Cabell",25,33,32,11,0.497,152,10243
"WV","Calhoun",26,35,35,11,0.092,4,1062
"WV","Clay",26,36,40,10,0.215,NA,948
"WV","Doddridge",24,35,35,12,0.171,2,618
"WV","Fayette",25,35,36,11,0.296,25,5158
"WV","Gilmer",28,39,30,12,0.24,4,799
"WV","Grant",22,37,38,11,0.169,6,1678
"WV","Greenbrier",24,34,34,11,0.243,46,5971
"WV","Hampshire",25,34,31,11,0.156,5,3311
"WV","Hancock",23,38,34,11,0.195,20,4928
"WV","Hardy",24,36,37,11,0.159,3,1973
"WV","Harrison",23,33,32,11,0.243,78,9233
"WV","Jackson",23,31,31,11,0.164,11,4037
"WV","Jefferson",22,33,28,12,0.231,27,6063
"WV","Kanawha",23,32,30,12,0.43,257,22152
"WV","Lewis",27,36,32,11,0.373,10,2046
"WV","Lincoln",27,41,40,11,0.157,7,2064
"WV","Logan",28,41,37,11,0.102,18,4188
"WV","McDowell",31,40,38,9,0.15,9,2996
"WV","Marion",23,34,30,12,0.355,36,7747
"WV","Marshall",22,33,28,12,0.245,16,3303
"WV","Mason",25,36,38,11,0.103,16,3497
"WV","Mercer",24,34,34,10,0.344,40,8697
"WV","Mineral",24,35,26,11,0.172,8,4437
"WV","Mingo",27,41,41,10,0.142,11,3291
"WV","Monongalia",22,27,26,15,0.528,123,7448
"WV","Monroe",22,32,34,10,0.045,5,2201
"WV","Morgan",22,34,31,11,0.103,8,2936
"WV","Nicholas",25,36,39,11,0.084,22,3527
"WV","Ohio",24,29,22,12,0.313,62,4902
"WV","Pendleton",22,35,30,10,0.159,4,1250
"WV","Pleasants",23,38,32,12,0.211,3,796
"WV","Pocahontas",23,32,28,10,0.081,5,1307
"WV","Preston",24,36,35,13,0.186,8,4285
"WV","Putnam",19,33,29,12,0.17,61,5414
"WV","Raleigh",22,35,34,10,0.318,77,11062
"WV","Randolph",24,36,30,13,0.228,22,4097
"WV","Ritchie",23,34,34,11,0.186,3,1448
"WV","Roane",26,37,35,10,0.136,6,1640
"WV","Summers",23,38,36,10,0.066,5,2141
"WV","Taylor",24,36,36,11,0.188,8,1929
"WV","Tucker",22,36,37,11,0.1,3,1078
"WV","Tyler",23,34,37,11,0.133,6,915
"WV","Upshur",26,36,29,12,0.241,13,2996
"WV","Wayne",25,38,37,10,0.103,24,5327
"WV","Webster",27,36,36,10,0.254,5,1265
"WV","Wetzel",23,33,35,11,0.201,7,2073
"WV","Wirt",23,38,34,11,0.103,2,753
"WV","Wood",24,34,32,11,0.302,70,12047
"WV","Wyoming",26,38,38,10,0.125,6,2820
"WI","Adams",16,31,25,23,0.131,1,4229
"WI","Ashland",20,28,23,22,0.125,28,2256
"WI","Barron",17,33,25,23,0.249,49,5783
"WI","Bayfield",17,28,21,22,0.093,4,2299
"WI","Brown",16,27,21,26,0.41,183,16281
"WI","Buffalo",15,33,26,23,0.113,3,2141
"WI","Burnett",18,29,26,21,0.169,4,2844
"WI","Calumet",14,29,23,26,0.216,8,1409
"WI","Chippewa",16,29,20,23,0.246,47,7177
"WI","Clark",17,34,21,22,0.145,14,2449
"WI","Columbia",16,33,23,26,0.212,34,7960
"WI","Crawford",16,29,22,23,0.103,10,2688
