"","County.Name","State","Score.Clot","Score.Sepsis","Score.Cath.Infection","Score.Serious.Complication","Score.Death.Complications"
"2500","YORK","PA",6.4,10.56,0.24,1.04,162.05
"2501","YORK","SC",5.54,8.72,0.26,0.9,145.45
"2502","YOUNG","TX",4.41,9.92,0.17,0.81,NA
"2503","YUBA","CA",7.14,14.47,0.45,1.3,152.42
"2504","YUMA","AZ",2.46,8.26,0.09,0.72,141.39
"2505","YUMA","CO",NA,NA,NA,NA,NA
"2506",NA,"AK",NA,NA,NA,NA,NA
"2507",NA,"AS",NA,NA,NA,NA,NA
"2508",NA,"GU",NA,NA,NA,NA,NA
"2509",NA,"MP",NA,NA,NA,NA,NA
"2510",NA,"SD",NA,NA,NA,NA,NA
"2511",NA,"VI",NA,NA,NA,NA,NA
